time,GB_Pos,GB_Neg,GB_Neu,GB_Total,US_Pos,US_Neg,US_Neu,US_Total,JP_Pos,JP_Neg,JP_Neu,JP_Total
2019-01-07 17:23:57.375000,2,0,2,4,1,0,5,6,0,0,0,0
2019-01-07 17:24:02.395000,2,0,5,7,1,1,4,6,0,0,3,3
2019-01-07 17:24:07.464000,2,2,1,5,0,0,4,4,0,0,1,1
2019-01-07 17:24:12.705000,2,0,0,2,1,0,4,5,0,0,2,2
2019-01-07 17:24:17.854000,0,0,1,1,2,1,2,5,0,0,0,0
2019-01-07 17:24:23.203000,1,1,3,5,4,1,2,7,0,0,1,1
2019-01-07 17:24:28.265000,0,1,2,3,1,1,3,5,0,0,1,1
2019-01-07 17:24:33.863000,1,0,5,6,1,0,2,3,0,0,3,3
2019-01-07 17:24:39.154000,3,0,5,8,3,1,5,9,0,0,0,0
2019-01-07 17:24:44.326000,1,0,2,3,1,0,2,3,0,0,2,2
2019-01-07 17:24:50.007000,3,0,2,5,2,0,3,5,0,0,0,0
2019-01-07 17:24:55.119000,1,2,2,5,1,0,3,4,0,0,3,3
2019-01-07 17:25:00.384000,0,1,4,5,1,2,5,8,0,0,3,3
2019-01-07 17:25:06.829000,1,0,3,4,4,1,4,9,0,0,1,1
2019-01-07 17:25:12.120000,2,0,5,7,1,0,4,5,0,0,0,0
2019-01-07 17:25:17.149000,0,0,0,0,2,0,5,7,0,0,1,1
2019-01-07 17:25:22.259000,1,0,4,5,2,1,3,6,0,0,1,1
2019-01-07 17:25:27.518000,1,1,2,4,2,0,2,4,0,0,1,1
2019-01-07 17:25:34.824000,1,1,1,3,3,0,4,7,0,0,0,0
2019-01-07 17:25:40.124000,2,0,3,5,1,0,4,5,0,1,2,3
2019-01-07 17:25:45.333000,2,0,1,3,2,1,2,5,0,0,2,2
2019-01-07 17:25:50.839000,2,0,1,3,2,0,1,3,0,0,1,1
2019-01-07 17:25:56.174000,4,0,1,5,4,1,3,8,0,0,1,1
2019-01-07 17:26:01.452000,1,3,1,5,4,1,2,7,0,0,0,0
2019-01-07 17:26:06.551000,2,0,2,4,5,2,4,11,0,0,1,1
2019-01-07 17:26:11.993000,2,0,2,4,1,1,5,7,0,0,0,0
2019-01-07 17:26:17.168000,2,0,1,3,2,0,2,4,0,0,1,1
2019-01-07 17:26:22.718000,4,0,0,4,1,0,3,4,0,0,0,0
2019-01-07 17:26:27.997000,4,1,0,5,2,1,3,6,0,0,0,0
2019-01-07 17:26:33.014000,0,0,2,2,1,1,3,5,0,1,1,2
2019-01-07 17:26:38.617000,3,1,2,6,1,3,1,5,0,0,0,0
2019-01-07 17:26:44.620000,0,2,3,5,3,1,3,7,0,0,1,1
2019-01-07 17:26:49.843000,1,0,1,2,1,1,4,6,0,0,1,1
2019-01-07 17:26:54.884000,0,0,1,1,0,2,2,4,0,0,2,2
2019-01-07 17:27:00.707000,3,0,0,3,2,0,4,6,0,0,1,1
2019-01-07 17:27:05.747000,1,0,3,4,3,2,4,9,0,0,1,1
2019-01-07 17:27:11.079000,0,0,1,1,3,1,2,6,0,0,0,0
2019-01-07 17:27:16.140000,1,1,2,4,3,1,2,6,0,0,1,1
2019-01-07 17:27:22.689000,2,0,1,3,4,1,7,12,0,0,1,1
2019-01-07 17:27:27.924000,2,1,1,4,2,0,5,7,0,0,2,2
2019-01-07 17:27:33.176000,1,0,3,4,0,3,4,7,0,0,2,2
2019-01-07 17:27:38.725000,1,1,3,5,2,2,6,10,0,0,0,0
2019-01-07 17:27:43.792000,2,1,3,6,2,1,2,5,0,0,0,0
2019-01-07 17:27:48.908000,2,0,1,3,5,0,9,14,0,0,0,0
2019-01-07 17:27:54.588000,1,0,2,3,3,1,8,12,0,0,2,2
2019-01-07 17:27:59.840000,2,1,3,6,2,1,2,5,1,0,3,4
2019-01-07 17:28:04.961000,0,1,2,3,3,1,6,10,0,0,1,1
2019-01-07 17:28:10.303000,2,1,2,5,3,0,2,5,0,0,2,2
2019-01-07 17:28:15.371000,3,0,1,4,2,2,2,6,0,0,2,2
2019-01-07 17:28:20.575000,0,2,3,5,2,2,3,7,0,0,1,1
2019-01-07 17:28:25.594000,2,1,0,3,2,0,1,3,0,0,1,1
2019-01-07 17:28:31.115000,0,0,3,3,3,0,4,7,0,0,2,2
2019-01-07 17:28:36.590000,1,0,1,2,3,2,5,10,0,0,0,0
2019-01-07 17:28:41.991000,2,0,3,5,3,2,1,6,0,0,1,1
2019-01-07 17:28:47.012000,3,0,1,4,2,0,6,8,0,0,1,1
2019-01-07 17:28:52.051000,1,2,4,7,1,3,7,11,0,0,1,1
2019-01-07 17:28:57.379000,2,2,0,4,1,3,5,9,0,0,1,1
2019-01-07 17:29:02.627000,2,2,2,6,0,0,3,3,0,0,2,2
2019-01-07 17:29:07.864000,2,0,2,4,1,1,3,5,0,0,0,0
2019-01-07 17:29:13.532000,2,1,2,5,3,2,4,9,0,0,1,1
2019-01-07 17:29:19.242000,3,1,2,6,0,2,6,8,0,0,1,1
2019-01-07 17:29:24.610000,3,1,1,5,3,2,0,5,0,0,1,1
2019-01-07 17:29:30.974000,1,0,3,4,5,0,7,12,0,0,0,0
2019-01-07 17:29:37.010000,1,1,2,4,1,1,1,3,0,0,0,0
2019-01-07 17:29:42.182000,1,0,3,4,4,3,4,11,0,0,2,2
2019-01-07 17:29:47.488000,2,1,3,6,1,0,5,6,0,0,2,2
2019-01-07 17:29:52.717000,0,0,3,3,1,0,2,3,0,0,2,2
2019-01-07 17:29:58.393000,1,0,0,1,3,0,3,6,0,0,2,2
2019-01-07 17:30:03.750000,4,0,4,8,1,0,5,6,0,0,0,0
2019-01-07 17:30:09.561000,4,1,7,12,3,3,2,8,0,0,2,2
2019-01-07 17:30:14.575000,2,1,2,5,5,0,5,10,0,0,2,2
2019-01-07 17:30:19.613000,1,1,2,4,1,1,3,5,0,0,2,2
2019-01-07 17:30:24.802000,1,0,1,2,5,1,4,10,0,0,1,1
2019-01-07 17:30:29.830000,3,0,1,4,2,0,6,8,0,0,3,3
2019-01-07 17:30:35.965000,1,1,1,3,2,0,0,2,0,0,2,2
2019-01-07 17:30:41.046000,2,0,2,4,2,1,2,5,1,0,2,3
2019-01-07 17:30:46.731000,0,0,0,0,4,0,9,13,0,0,0,0
2019-01-07 17:30:52.784000,2,1,5,8,3,1,3,7,0,0,1,1
2019-01-07 17:30:58.749000,2,0,1,3,6,0,7,13,0,0,2,2
2019-01-07 17:31:04.528000,2,0,3,5,3,0,3,6,0,0,1,1
2019-01-07 17:31:09.871000,2,0,2,4,1,0,4,5,0,0,0,0
2019-01-07 17:31:14.896000,0,0,1,1,3,1,6,10,1,0,2,3
2019-01-07 17:31:20.434000,1,0,1,2,3,1,4,8,0,0,0,0
2019-01-07 17:31:25.738000,0,1,3,4,1,0,4,5,0,0,1,1
2019-01-07 17:31:31.289000,2,0,3,5,3,0,5,8,0,0,1,1
2019-01-07 17:31:36.348000,2,0,5,7,2,0,2,4,0,0,1,1
2019-01-07 17:31:41.462000,2,1,1,4,0,1,4,5,0,0,2,2
2019-01-07 17:31:47.569000,2,0,0,2,0,0,4,4,0,0,0,0
2019-01-07 17:31:52.799000,1,0,1,2,1,1,2,4,0,0,1,1
2019-01-07 17:31:57.996000,0,3,0,3,0,0,4,4,0,0,3,3
2019-01-07 17:32:03.335000,1,0,2,3,4,0,2,6,0,0,1,1
2019-01-07 17:32:08.693000,2,2,1,5,1,1,3,5,0,0,3,3
2019-01-07 17:32:13.927000,0,1,1,2,3,3,4,10,0,0,2,2
2019-01-07 17:32:19.240000,0,1,2,3,1,1,6,8,0,0,0,0
2019-01-07 17:32:24.338000,1,0,3,4,4,1,3,8,1,0,1,2
2019-01-07 17:32:29.471000,2,0,3,5,2,1,4,7,0,0,0,0
2019-01-07 17:32:34.883000,1,0,0,1,1,1,3,5,0,0,1,1
2019-01-07 17:32:40.371000,2,0,4,6,4,0,1,5,0,0,0,0
2019-01-07 17:32:45.872000,6,0,2,8,3,0,8,11,0,0,0,0
2019-01-07 17:32:52.295000,2,0,0,2,3,0,2,5,0,0,0,0
2019-01-07 17:32:57.675000,0,0,1,1,2,0,8,10,0,0,2,2
2019-01-07 17:33:04.893000,2,1,4,7,0,3,3,6,0,1,2,3
2019-01-07 17:33:11.017000,3,0,1,4,5,2,4,11,0,0,1,1
2019-01-07 17:33:16.144000,2,0,3,5,1,0,2,3,0,0,3,3
2019-01-07 17:33:21.640000,2,0,1,3,2,2,3,7,0,0,0,0
2019-01-07 17:33:26.899000,1,0,2,3,2,0,2,4,1,0,5,6
2019-01-07 17:33:32.199000,1,0,6,7,1,2,3,6,0,0,2,2
2019-01-07 17:33:37.352000,0,0,6,6,2,0,4,6,0,0,1,1
2019-01-07 17:33:42.548000,2,0,1,3,3,0,2,5,0,0,1,1
2019-01-07 17:33:47.674000,4,0,0,4,1,0,5,6,0,0,1,1
2019-01-07 17:33:52.911000,2,1,3,6,2,1,5,8,0,0,0,0
2019-01-07 17:33:58.406000,2,1,2,5,3,1,4,8,0,0,2,2
2019-01-07 17:34:05.336000,2,0,2,4,5,0,2,7,0,0,1,1
2019-01-07 17:34:10.660000,2,0,3,5,2,1,3,6,0,0,2,2
2019-01-07 17:34:16.710000,0,0,1,1,4,1,5,10,0,0,0,0
2019-01-07 17:34:21.890000,1,3,3,7,3,1,3,7,0,0,1,1
2019-01-07 17:34:27.330000,1,2,3,6,1,1,2,4,0,0,1,1
2019-01-07 17:34:32.460000,3,0,2,5,2,1,4,7,0,0,1,1
2019-01-07 17:34:37.491000,0,1,3,4,0,0,5,5,0,0,0,0
2019-01-07 17:34:42.971000,0,1,0,1,3,0,4,7,0,0,3,3
2019-01-07 17:34:48.160000,1,0,2,3,5,0,2,7,0,0,1,1
2019-01-07 17:34:53.166000,1,1,3,5,3,0,3,6,1,0,1,2
2019-01-07 17:34:58.489000,2,0,3,5,4,1,2,7,1,0,0,1
2019-01-07 17:35:03.875000,0,0,3,3,2,1,4,7,0,0,2,2
2019-01-07 17:35:09.393000,0,2,1,3,3,3,5,11,0,0,1,1
2019-01-07 17:35:15.834000,0,1,3,4,4,0,2,6,0,0,0,0
2019-01-07 17:35:21.146000,0,0,2,2,3,0,0,3,0,0,1,1
2019-01-07 17:35:27.435000,0,0,2,2,2,0,6,8,0,0,0,0
2019-01-07 17:35:33.296000,1,0,4,5,1,1,3,5,0,0,1,1
2019-01-07 17:35:38.405000,3,0,4,7,1,4,3,8,0,0,0,0
2019-01-07 17:35:44.001000,0,0,1,1,2,0,6,8,0,0,0,0
2019-01-07 17:35:49.105000,0,1,0,1,2,0,5,7,0,0,1,1
2019-01-07 17:35:54.476000,2,1,2,5,2,1,2,5,0,0,0,0
2019-01-07 17:35:59.525000,4,0,1,5,2,4,5,11,1,0,1,2
2019-01-07 17:36:04.803000,4,0,2,6,2,0,3,5,0,0,1,1
2019-01-07 17:36:10.164000,1,1,2,4,2,0,4,6,0,0,0,0
2019-01-07 17:36:15.599000,1,1,1,3,2,2,1,5,0,0,4,4
2019-01-07 17:36:20.700000,1,1,2,4,2,0,4,6,0,0,0,0
2019-01-07 17:36:25.726000,2,0,3,5,1,3,3,7,0,0,1,1
2019-01-07 17:36:31.263000,0,2,2,4,4,0,0,4,0,0,0,0
2019-01-07 17:36:36.640000,1,2,0,3,5,0,4,9,0,0,1,1
2019-01-07 17:36:42.154000,1,0,2,3,2,1,2,5,0,0,1,1
2019-01-07 17:36:49.519000,1,1,1,3,1,2,4,7,0,0,1,1
2019-01-07 17:36:55.244000,0,1,1,2,1,0,5,6,0,0,1,1
2019-01-07 17:37:00.755000,3,0,1,4,2,1,0,3,0,0,2,2
2019-01-07 17:37:05.882000,0,0,4,4,2,1,2,5,0,0,2,2
2019-01-07 17:37:10.948000,0,0,4,4,4,1,4,9,0,0,1,1
2019-01-07 17:37:16.076000,2,1,0,3,4,1,9,14,0,0,1,1
2019-01-07 17:37:21.191000,4,1,3,8,2,3,5,10,0,0,0,0
2019-01-07 17:37:26.452000,0,1,3,4,3,2,6,11,0,0,0,0
2019-01-07 17:37:32.009000,1,0,1,2,0,3,3,6,0,0,0,0
2019-01-07 17:37:37.160000,1,2,3,6,2,0,4,6,0,0,1,1
2019-01-07 17:37:42.551000,1,0,1,2,5,0,2,7,0,0,2,2
2019-01-07 17:37:48.174000,4,2,5,11,1,0,3,4,0,0,0,0
2019-01-07 17:37:53.508000,2,0,1,3,2,0,4,6,0,0,0,0
2019-01-07 17:37:58.542000,1,0,4,5,2,0,5,7,0,0,2,2
2019-01-07 17:38:04.164000,1,2,3,6,5,0,2,7,0,0,0,0
2019-01-07 17:38:09.183000,1,0,3,4,2,0,5,7,0,0,0,0
2019-01-07 17:38:14.562000,1,0,1,2,2,2,3,7,0,0,2,2
2019-01-07 17:38:20.249000,0,1,4,5,1,0,3,4,0,0,1,1
2019-01-07 17:38:26.140000,1,0,3,4,2,0,4,6,0,0,0,0
2019-01-07 17:38:31.212000,3,0,6,9,5,1,2,8,0,0,2,2
2019-01-07 17:38:36.250000,1,0,2,3,5,2,5,12,0,0,1,1
2019-01-07 17:38:41.325000,1,0,1,2,3,0,3,6,1,0,0,1
2019-01-07 17:38:47.091000,1,0,1,2,3,0,5,8,0,0,2,2
2019-01-07 17:38:52.140000,3,0,1,4,4,2,2,8,0,0,0,0
2019-01-07 17:38:58.581000,0,1,0,1,3,0,4,7,0,0,1,1
2019-01-07 17:39:03.814000,1,0,3,4,0,2,5,7,0,0,2,2
2019-01-07 17:39:10.315000,1,1,0,2,6,2,3,11,0,0,0,0
2019-01-07 17:39:15.766000,2,0,1,3,1,1,3,5,0,0,0,0
2019-01-07 17:39:22.513000,2,0,0,2,2,0,5,7,0,0,0,0
2019-01-07 17:39:27.580000,2,0,0,2,1,4,5,10,0,0,0,0
2019-01-07 17:39:33.752000,1,0,4,5,1,1,6,8,0,0,0,0
2019-01-07 17:39:39.229000,1,1,2,4,2,3,1,6,0,0,0,0
2019-01-07 17:39:45.075000,7,1,3,11,3,0,1,4,0,0,1,1
2019-01-07 17:39:50.148000,3,0,2,5,4,1,3,8,0,0,0,0
2019-01-07 17:39:55.555000,0,0,1,1,0,0,3,3,0,0,1,1
2019-01-07 17:40:01.286000,1,2,3,6,1,1,3,5,0,0,2,2
2019-01-07 17:40:06.690000,3,0,2,5,3,2,3,8,0,0,1,1
2019-01-07 17:40:11.881000,0,0,1,1,1,0,6,7,0,0,0,0
2019-01-07 17:40:17.086000,4,0,2,6,1,1,3,5,0,0,2,2
2019-01-07 17:40:22.231000,3,1,3,7,3,0,3,6,0,0,0,0
2019-01-07 17:40:30.223000,1,0,2,3,3,0,1,4,0,0,2,2
2019-01-07 17:40:35.532000,1,2,4,7,1,0,5,6,0,0,1,1
2019-01-07 17:40:40.562000,2,1,2,5,4,0,6,10,0,0,0,0
2019-01-07 17:40:48.584000,0,0,1,1,2,1,1,4,0,0,0,0
2019-01-07 17:40:54.981000,0,0,1,1,1,2,4,7,0,0,3,3
2019-01-07 17:41:00.915000,2,1,1,4,1,0,0,1,0,1,0,1
2019-01-07 17:41:05.980000,2,1,2,5,4,0,3,7,0,0,0,0
2019-01-07 17:41:12.551000,0,0,4,4,2,1,1,4,0,0,1,1
2019-01-07 17:41:17.704000,2,1,1,4,2,1,3,6,0,0,1,1
2019-01-07 17:41:23.080000,4,0,0,4,5,2,5,12,0,0,2,2
2019-01-07 17:41:28.111000,1,0,0,1,5,0,2,7,0,0,0,0
2019-01-07 17:41:33.112000,2,0,1,3,3,1,4,8,0,0,1,1
2019-01-07 17:41:38.512000,1,0,3,4,1,2,2,5,0,0,1,1
2019-01-07 17:41:43.611000,3,0,0,3,1,1,6,8,0,0,4,4
2019-01-07 17:41:48.627000,0,2,1,3,0,0,6,6,0,0,0,0
2019-01-07 17:41:53.695000,2,0,1,3,1,1,4,6,0,0,1,1
2019-01-07 17:41:58.860000,2,1,3,6,0,0,2,2,0,0,0,0
2019-01-07 17:42:04.029000,0,1,0,1,3,3,1,7,0,0,1,1
2019-01-07 17:42:10.006000,2,0,5,7,3,2,4,9,0,0,0,0
2019-01-07 17:42:15.103000,0,1,0,1,2,0,2,4,0,0,0,0
2019-01-07 17:42:20.339000,0,1,1,2,2,0,1,3,1,0,0,1
2019-01-07 17:42:25.493000,2,0,5,7,2,2,1,5,0,0,1,1
2019-01-07 17:42:30.890000,3,0,2,5,4,1,4,9,0,0,1,1
2019-01-07 17:42:35.899000,1,0,0,1,3,2,2,7,0,0,0,0
2019-01-07 17:42:41.862000,2,1,0,3,3,2,3,8,0,0,2,2
2019-01-07 17:42:47.881000,0,3,1,4,2,1,3,6,0,0,1,1
2019-01-07 17:42:54.736000,1,0,3,4,3,0,5,8,0,0,0,0
2019-01-07 17:42:59.941000,0,1,2,3,3,2,2,7,0,0,2,2
2019-01-07 17:43:05.102000,3,0,1,4,0,4,5,9,0,0,1,1
2019-01-07 17:43:10.986000,2,0,1,3,1,2,1,4,0,0,0,0
2019-01-07 17:43:16.084000,2,1,5,8,1,1,3,5,0,0,0,0
2019-01-07 17:43:21.282000,2,0,2,4,2,1,4,7,0,0,0,0
2019-01-07 17:43:28.468000,0,0,2,2,4,0,3,7,0,0,0,0
2019-01-07 17:43:33.605000,2,0,3,5,3,1,4,8,0,0,0,0
2019-01-07 17:43:38.780000,1,0,2,3,1,2,4,7,0,0,0,0
2019-01-07 17:43:44.347000,1,2,4,7,1,3,1,5,0,0,1,1
2019-01-07 17:43:49.661000,3,0,2,5,2,2,2,6,0,0,0,0
2019-01-07 17:43:55.127000,3,0,3,6,0,1,2,3,0,0,2,2
2019-01-07 17:44:00.175000,2,0,4,6,1,0,6,7,0,0,2,2
2019-01-07 17:44:05.176000,3,0,2,5,3,3,2,8,0,0,0,0
2019-01-07 17:44:10.940000,1,0,5,6,5,1,3,9,0,0,0,0
2019-01-07 17:44:16.148000,1,2,2,5,2,1,6,9,0,0,0,0
2019-01-07 17:44:21.661000,1,1,5,7,4,0,3,7,0,0,2,2
2019-01-07 17:44:27.878000,3,1,3,7,4,0,6,10,0,0,2,2
2019-01-07 17:44:32.966000,1,1,3,5,1,0,1,2,0,0,2,2
2019-01-07 17:44:38.559000,2,0,1,3,3,2,3,8,0,0,0,0
2019-01-07 17:44:43.911000,1,2,2,5,1,1,2,4,0,0,2,2
2019-01-07 17:44:49.140000,0,0,3,3,2,2,5,9,0,0,1,1
2019-01-07 17:44:54.710000,1,1,2,4,2,1,4,7,0,0,0,0
2019-01-07 17:44:59.998000,2,0,2,4,2,0,4,6,0,0,1,1
2019-01-07 17:45:05.360000,2,0,1,3,2,4,3,9,0,0,1,1
2019-01-07 17:45:10.373000,0,0,2,2,1,1,5,7,0,0,2,2
2019-01-07 17:45:16.165000,1,0,1,2,1,0,7,8,0,0,0,0
2019-01-07 17:45:21.409000,4,0,2,6,2,2,2,6,0,0,1,1
2019-01-07 17:45:26.552000,2,1,3,6,3,1,5,9,0,0,1,1
2019-01-07 17:45:31.706000,0,1,2,3,4,0,2,6,0,0,0,0
2019-01-07 17:45:37.965000,2,2,1,5,2,1,4,7,0,0,0,0
2019-01-07 17:45:43.365000,6,0,3,9,1,2,4,7,0,0,0,0
2019-01-07 17:45:48.406000,2,0,1,3,3,5,3,11,0,0,0,0
2019-01-07 17:45:53.638000,3,0,1,4,3,2,4,9,0,0,0,0
2019-01-07 17:45:59.105000,1,1,1,3,2,1,1,4,0,0,1,1
2019-01-07 17:46:04.824000,1,0,1,2,1,1,5,7,0,0,0,0
2019-01-07 17:46:10.317000,0,0,4,4,3,1,2,6,0,0,1,1
2019-01-07 17:46:15.362000,4,1,4,9,1,2,2,5,0,0,1,1
2019-01-07 17:46:21.017000,1,1,2,4,2,0,3,5,0,0,0,0
2019-01-07 17:46:26.585000,1,0,5,6,1,1,5,7,0,0,3,3
2019-01-07 17:46:32.806000,3,0,0,3,3,0,3,6,0,0,0,0
2019-01-07 17:46:38.446000,2,0,2,4,3,1,1,5,0,0,1,1
2019-01-07 17:46:43.524000,3,1,2,6,0,2,5,7,1,0,2,3
2019-01-07 17:46:48.548000,1,0,1,2,4,2,2,8,0,0,1,1
2019-01-07 17:46:55.090000,3,0,2,5,2,2,3,7,0,0,0,0
2019-01-07 17:47:00.386000,2,0,2,4,8,0,3,11,0,0,2,2
2019-01-07 17:47:05.697000,4,0,3,7,0,0,1,1,0,0,1,1
2019-01-07 17:47:10.843000,1,0,2,3,3,1,4,8,0,1,0,1
2019-01-07 17:47:16.033000,1,0,3,4,0,0,2,2,0,0,3,3
2019-01-07 17:47:21.322000,3,0,6,9,1,0,6,7,0,0,3,3
2019-01-07 17:47:27.213000,0,0,1,1,1,2,2,5,0,0,2,2
2019-01-07 17:47:32.678000,3,1,2,6,2,2,0,4,0,0,0,0
2019-01-07 17:47:37.858000,0,0,2,2,3,0,2,5,0,0,0,0
2019-01-07 17:47:43.669000,0,0,1,1,4,0,1,5,0,0,0,0
2019-01-07 17:47:49.370000,2,0,1,3,3,1,0,4,0,0,0,0
2019-01-07 17:47:54.578000,2,0,0,2,0,1,2,3,0,0,1,1
2019-01-07 17:48:00.279000,1,0,2,3,4,0,1,5,0,0,0,0
2019-01-07 17:48:05.484000,1,1,1,3,2,0,3,5,0,0,2,2
2019-01-07 17:48:10.802000,1,0,3,4,1,1,4,6,0,0,0,0
2019-01-07 17:48:15.874000,0,1,5,6,1,0,4,5,0,0,3,3
2019-01-07 17:48:21.001000,2,0,2,4,1,1,6,8,0,0,1,1
2019-01-07 17:48:28.925000,2,0,2,4,2,2,3,7,0,0,0,0
2019-01-07 17:48:33.977000,1,0,0,1,1,0,3,4,0,0,1,1
2019-01-07 17:48:39.619000,0,0,3,3,3,2,4,9,0,0,0,0
2019-01-07 17:48:44.843000,1,0,1,2,2,2,4,8,0,0,0,0
2019-01-07 17:48:50.039000,1,0,0,1,4,0,7,11,0,0,1,1
2019-01-07 17:48:55.682000,0,0,3,3,3,1,5,9,0,0,1,1
2019-01-07 17:49:00.807000,0,2,4,6,3,0,5,8,0,0,1,1
2019-01-07 17:49:05.854000,2,0,0,2,4,0,1,5,0,0,0,0
2019-01-07 17:49:11.029000,1,0,3,4,1,1,2,4,0,0,1,1
2019-01-07 17:49:16.128000,2,1,3,6,4,0,3,7,0,0,1,1
2019-01-07 17:49:21.590000,2,0,2,4,3,1,4,8,0,0,0,0
2019-01-07 17:49:27.083000,0,1,1,2,2,2,4,8,0,0,0,0
2019-01-07 17:49:32.509000,2,0,1,3,1,1,1,3,0,0,3,3
2019-01-07 17:49:37.862000,3,0,3,6,3,1,4,8,0,0,1,1
2019-01-07 17:49:42.998000,0,0,2,2,2,0,3,5,0,0,0,0
2019-01-07 17:49:48.642000,2,0,0,2,3,3,3,9,0,0,1,1
2019-01-07 17:49:53.717000,0,1,3,4,1,1,4,6,0,0,0,0
2019-01-07 17:49:59.227000,2,0,5,7,2,1,4,7,0,0,0,0
2019-01-07 17:50:04.568000,1,2,2,5,5,1,5,11,0,0,1,1
2019-01-07 17:50:09.687000,0,0,1,1,2,0,4,6,0,0,1,1
2019-01-07 17:50:15.009000,3,0,2,5,2,0,4,6,1,0,3,4
2019-01-07 17:50:20.030000,0,1,4,5,1,1,3,5,0,0,1,1
2019-01-07 17:50:25.380000,0,0,4,4,2,2,4,8,1,0,1,2
2019-01-07 17:50:30.434000,2,0,0,2,5,2,6,13,0,0,1,1
2019-01-07 17:50:36.818000,1,1,4,6,7,0,5,12,0,0,1,1
2019-01-07 17:50:41.968000,4,1,4,9,2,2,4,8,0,0,0,0
2019-01-07 17:50:47.015000,1,0,3,4,1,3,5,9,0,0,1,1
2019-01-07 17:50:52.076000,2,0,1,3,1,1,4,6,0,0,0,0
2019-01-07 17:50:57.448000,2,0,4,6,0,0,3,3,0,0,0,0
2019-01-07 17:51:02.535000,2,1,1,4,4,1,2,7,0,0,0,0
2019-01-07 17:51:08.292000,2,1,3,6,2,2,3,7,0,0,1,1
2019-01-07 17:51:13.392000,1,1,2,4,0,1,4,5,0,0,1,1
2019-01-07 17:51:18.506000,3,3,1,7,2,0,3,5,0,0,0,0
2019-01-07 17:51:23.917000,1,0,0,1,5,0,2,7,0,0,0,0
2019-01-07 17:51:29.072000,0,4,2,6,2,1,4,7,0,0,1,1
2019-01-07 17:51:34.207000,2,0,2,4,3,2,5,10,0,0,0,0
2019-01-07 17:51:39.245000,2,0,4,6,3,0,4,7,0,0,1,1
2019-01-07 17:51:45.329000,1,1,1,3,5,0,4,9,0,0,0,0
2019-01-07 17:51:51.545000,1,0,1,2,0,2,3,5,0,0,0,0
2019-01-07 17:51:57.506000,2,1,3,6,2,2,6,10,0,0,3,3
2019-01-07 17:52:02.812000,3,1,1,5,4,1,2,7,0,0,1,1
2019-01-07 17:52:07.879000,1,0,3,4,0,1,1,2,0,0,0,0
2019-01-07 17:52:13.353000,2,0,1,3,5,1,2,8,1,0,0,1
2019-01-07 17:52:18.506000,1,0,4,5,3,0,2,5,0,0,3,3
2019-01-07 17:52:23.599000,2,2,3,7,3,4,1,8,0,0,0,0
2019-01-07 17:52:28.924000,1,0,4,5,0,2,7,9,0,0,1,1
2019-01-07 17:52:34.251000,0,2,6,8,2,0,5,7,0,0,1,1
2019-01-07 17:52:40.509000,0,1,1,2,0,2,4,6,0,0,0,0
2019-01-07 17:52:46.618000,0,0,2,2,1,0,5,6,0,0,1,1
2019-01-07 17:52:51.945000,2,3,1,6,4,0,2,6,0,0,0,0
2019-01-07 17:52:59.232000,1,0,3,4,2,0,4,6,0,0,0,0
2019-01-07 17:53:04.948000,4,0,3,7,1,3,1,5,0,0,2,2
2019-01-07 17:53:10.455000,0,0,0,0,4,2,3,9,0,0,1,1
2019-01-07 17:53:16.096000,1,1,2,4,3,0,6,9,0,0,1,1
2019-01-07 17:53:22.636000,0,0,4,4,1,2,5,8,0,0,0,0
2019-01-07 17:53:28.276000,1,1,3,5,3,2,6,11,0,0,2,2
2019-01-07 17:53:33.876000,1,1,2,4,1,0,2,3,0,0,0,0
2019-01-07 17:53:39.094000,1,0,3,4,4,0,6,10,0,0,0,0
2019-01-07 17:53:44.546000,0,0,5,5,8,1,4,13,1,0,0,1
2019-01-07 17:53:49.563000,2,0,4,6,2,1,3,6,1,0,1,2
2019-01-07 17:53:54.737000,3,0,1,4,4,1,2,7,0,0,0,0
2019-01-07 17:54:00.525000,1,1,1,3,4,1,4,9,0,0,2,2
2019-01-07 17:54:05.751000,2,0,2,4,2,0,7,9,0,0,0,0
2019-01-07 17:54:11.247000,3,0,1,4,1,0,3,4,0,0,2,2
2019-01-07 17:54:16.578000,3,0,2,5,3,1,3,7,0,0,1,1
2019-01-07 17:54:21.946000,1,1,1,3,2,1,1,4,0,0,2,2
2019-01-07 17:54:27.403000,1,0,1,2,1,2,5,8,0,0,2,2
2019-01-07 17:55:39.849000,1,0,0,1,0,1,2,3,0,0,0,0
2019-01-07 17:55:45.439000,2,0,1,3,2,0,1,3,0,0,0,0
2019-01-07 17:55:50.721000,2,1,2,5,3,1,1,5,0,0,0,0
2019-01-07 17:55:55.807000,5,0,3,8,5,0,3,8,0,0,0,0
2019-01-07 17:56:02.145000,0,1,4,5,3,2,4,9,0,0,1,1
2019-01-07 17:56:07.430000,2,1,5,8,2,1,5,8,0,0,0,0
2019-01-07 17:56:12.480000,3,1,1,5,2,1,1,4,0,0,1,1
2019-01-07 17:56:18.006000,1,0,1,2,3,1,3,7,1,0,0,1
2019-01-07 17:56:23.672000,3,1,0,4,3,0,9,12,0,1,0,1
2019-01-07 17:56:28.803000,2,0,0,2,0,0,4,4,1,0,0,1
2019-01-07 17:56:34.259000,1,0,1,2,3,2,4,9,0,0,2,2
2019-01-07 17:56:39.775000,4,0,3,7,2,1,4,7,0,0,2,2
