time,GB_Pos,GB_Neg,GB_Neu,GB_Total,US_Pos,US_Neg,US_Neu,US_Total,JP_Pos,JP_Neg,JP_Neu,JP_Total
2019-01-07 17:56:44.777000,0,1,2,3,4,1,5,10,0,0,1,1
2019-01-07 17:56:50.241000,2,0,0,2,1,0,5,6,0,0,0,0
2019-01-07 17:56:55.586000,1,0,4,5,2,0,4,6,0,0,0,0
2019-01-07 17:57:01.525000,1,0,4,5,2,1,2,5,0,0,2,2
2019-01-07 17:57:06.551000,0,0,3,3,0,0,5,5,0,0,0,0
2019-01-07 17:57:12.265000,0,0,1,1,5,1,2,8,0,1,0,1
2019-01-07 17:57:18.025000,2,1,3,6,1,1,1,3,0,0,2,2
2019-01-07 17:57:23.781000,1,0,1,2,4,2,6,12,0,0,0,0
2019-01-07 17:57:28.809000,2,0,1,3,4,1,6,11,0,0,2,2
2019-01-07 17:57:33.816000,2,1,1,4,4,0,8,12,0,0,1,1
2019-01-07 17:57:39.376000,3,1,0,4,1,2,1,4,0,0,0,0
2019-01-07 17:57:44.627000,2,2,2,6,2,0,3,5,0,0,0,0
2019-01-07 17:57:51.073000,1,0,1,2,2,0,5,7,0,0,0,0
2019-01-07 17:57:56.203000,2,0,1,3,2,1,4,7,0,0,1,1
2019-01-07 17:58:01.707000,3,0,4,7,3,0,2,5,0,0,1,1
2019-01-07 17:58:08.420000,0,1,3,4,1,1,3,5,0,0,1,1
2019-01-07 17:58:14.048000,0,1,5,6,2,1,1,4,0,0,0,0
2019-01-07 17:58:19.248000,0,0,1,1,1,1,9,11,0,0,0,0
2019-01-07 17:58:24.458000,1,1,3,5,1,1,3,5,0,1,1,2
2019-01-07 17:58:29.664000,2,1,2,5,4,0,3,7,0,0,1,1
2019-01-07 17:58:36.210000,2,0,3,5,5,1,1,7,0,0,3,3
2019-01-07 17:58:41.966000,0,1,0,1,2,1,2,5,0,0,0,0
2019-01-07 17:58:47.224000,0,1,2,3,4,0,1,5,0,0,1,1
2019-01-07 17:58:52.320000,2,1,1,4,3,0,8,11,0,0,1,1
2019-01-07 17:58:58.328000,1,1,0,2,4,0,3,7,0,0,1,1
2019-01-07 17:59:03.662000,1,2,1,4,3,0,5,8,0,0,1,1
2019-01-07 17:59:08.679000,3,0,4,7,2,2,0,4,0,0,2,2
2019-01-07 17:59:14.303000,1,2,1,4,1,2,2,5,0,0,1,1
2019-01-07 17:59:19.618000,4,2,3,9,3,1,5,9,0,1,1,2
2019-01-07 17:59:24.956000,1,2,1,4,3,1,6,10,0,0,0,0
2019-01-07 17:59:30.715000,2,1,1,4,2,2,2,6,0,0,0,0
2019-01-07 17:59:35.883000,3,0,2,5,3,0,3,6,0,0,1,1
2019-01-07 17:59:41.254000,1,0,0,1,4,2,4,10,0,0,3,3
2019-01-07 17:59:46.327000,1,0,5,6,5,0,2,7,0,0,1,1
2019-01-07 17:59:51.526000,2,3,0,5,4,2,5,11,0,0,1,1
2019-01-07 17:59:56.787000,0,1,1,2,2,0,3,5,0,0,2,2
2019-01-07 18:00:01.807000,2,0,4,6,3,1,4,8,0,0,1,1
2019-01-07 18:00:07.524000,2,2,2,6,2,0,4,6,0,0,0,0
2019-01-07 18:00:12.591000,4,0,2,6,0,3,7,10,0,0,3,3
2019-01-07 18:00:17.626000,1,1,1,3,3,2,5,10,0,0,0,0
2019-01-07 18:00:22.721000,1,3,2,6,1,2,6,9,0,0,0,0
2019-01-07 18:00:28.678000,2,1,6,9,3,3,5,11,0,0,1,1
2019-01-07 18:00:35.666000,2,1,2,5,2,1,3,6,0,0,0,0
2019-01-07 18:00:41.443000,0,0,3,3,4,0,6,10,0,0,3,3
2019-01-07 18:00:47.299000,2,1,1,4,4,0,3,7,0,0,1,1
2019-01-07 18:00:52.649000,2,1,3,6,4,0,4,8,0,0,1,1
2019-01-07 18:00:58.254000,2,0,2,4,2,1,7,10,0,0,0,0
2019-01-07 18:01:03.983000,2,0,1,3,2,2,1,5,0,0,5,5
2019-01-07 18:01:09.081000,3,2,1,6,2,2,2,6,0,0,2,2
2019-01-07 18:01:14.157000,3,0,1,4,2,3,2,7,0,0,1,1
2019-01-07 18:01:19.325000,1,0,1,2,7,1,4,12,0,0,1,1
2019-01-07 18:01:24.435000,2,2,5,9,3,1,11,15,0,0,0,0
2019-01-07 18:01:29.503000,3,0,2,5,0,2,23,25,0,0,1,1
2019-01-07 18:01:36.119000,1,0,4,5,3,1,3,7,0,0,0,0
2019-01-07 18:01:43.021000,4,0,6,10,3,2,4,9,0,0,2,2
2019-01-07 18:01:48.261000,1,1,2,4,0,1,3,4,0,0,0,0
2019-01-07 18:01:54.830000,2,0,3,5,2,0,5,7,0,0,1,1
2019-01-07 18:02:00.279000,2,0,2,4,4,4,6,14,0,0,3,3
2019-01-07 18:02:05.471000,0,0,5,5,1,3,6,10,0,0,2,2
2019-01-07 18:02:10.651000,2,0,4,6,3,1,1,5,1,0,0,1
2019-01-07 18:02:16.775000,0,1,0,1,6,0,5,11,0,0,1,1
2019-01-07 18:02:21.850000,3,0,4,7,3,1,4,8,0,0,0,0
2019-01-07 18:02:27.504000,1,0,4,5,1,2,4,7,0,0,1,1
2019-01-07 18:02:32.680000,1,0,1,2,1,0,1,2,0,0,0,0
2019-01-07 18:02:38.644000,4,0,1,5,2,0,3,5,0,0,0,0
2019-01-07 18:02:43.801000,5,0,2,7,2,1,4,7,0,0,1,1
2019-01-07 18:02:49.261000,2,0,1,3,1,0,3,4,0,0,1,1
2019-01-07 18:02:54.282000,5,0,2,7,0,1,2,3,0,0,1,1
2019-01-07 18:02:59.621000,2,1,4,7,4,1,4,9,0,0,1,1
2019-01-07 18:03:04.669000,2,1,1,4,1,0,7,8,0,0,3,3
2019-01-07 18:03:09.973000,1,1,3,5,2,1,1,4,0,0,1,1
2019-01-07 18:03:15.037000,1,4,2,7,5,0,5,10,0,0,0,0
2019-01-07 18:03:20.264000,0,0,0,0,3,2,5,10,0,0,1,1
2019-01-07 18:03:25.279000,0,0,3,3,0,2,7,9,0,0,1,1
2019-01-07 18:03:30.713000,0,0,0,0,4,0,1,5,0,0,0,0
2019-01-07 18:03:36.752000,2,0,4,6,2,2,4,8,0,0,1,1
2019-01-07 18:03:41.962000,0,0,4,4,3,0,7,10,0,0,0,0
2019-01-07 18:03:47.162000,1,3,2,6,2,0,6,8,0,0,0,0
2019-01-07 18:03:52.412000,2,0,1,3,3,0,3,6,0,0,0,0
2019-01-07 18:03:57.535000,2,0,0,2,3,0,2,5,0,0,1,1
2019-01-07 18:04:03.323000,1,1,1,3,4,3,3,10,0,0,1,1
2019-01-07 18:04:09.317000,1,2,3,6,1,1,2,4,0,0,0,0
2019-01-07 18:04:14.343000,1,2,4,7,0,0,3,3,0,0,1,1
2019-01-07 18:04:19.561000,2,1,2,5,1,0,7,8,0,0,1,1
2019-01-07 18:04:24.825000,0,0,1,1,1,0,3,4,0,0,0,0
2019-01-07 18:04:30.902000,0,0,5,5,3,0,4,7,0,0,1,1
2019-01-07 18:04:36.268000,3,1,2,6,2,0,2,4,0,0,2,2
2019-01-07 18:04:41.652000,4,1,4,9,2,0,2,4,0,0,0,0
2019-01-07 18:04:47.378000,1,0,2,3,2,2,2,6,0,0,0,0
2019-01-07 18:04:52.431000,0,0,4,4,3,2,4,9,0,0,2,2
2019-01-07 18:04:57.459000,3,0,1,4,1,0,4,5,0,0,1,1
2019-01-07 18:05:02.509000,0,2,5,7,1,1,5,7,0,0,1,1
2019-01-07 18:05:07.717000,0,0,1,1,2,1,6,9,0,0,0,0
2019-01-07 18:05:14.154000,1,0,3,4,6,0,4,10,0,0,1,1
2019-01-07 18:05:19.395000,3,0,3,6,2,0,4,6,0,0,2,2
2019-01-07 18:05:24.874000,1,2,2,5,4,0,1,5,0,0,0,0
2019-01-07 18:05:30.215000,2,1,1,4,1,0,6,7,0,0,0,0
2019-01-07 18:05:35.398000,2,0,4,6,8,1,1,10,0,0,1,1
2019-01-07 18:05:40.525000,1,0,6,7,0,1,3,4,0,0,1,1
2019-01-07 18:05:45.904000,0,1,1,2,4,0,5,9,0,0,1,1
2019-01-07 18:05:51.584000,5,0,6,11,4,1,2,7,0,0,1,1
2019-01-07 18:05:56.921000,0,1,4,5,3,0,4,7,0,0,1,1
2019-01-07 18:06:02.419000,1,2,3,6,1,1,4,6,0,0,0,0
2019-01-07 18:06:07.478000,3,0,1,4,4,0,7,11,0,0,2,2
2019-01-07 18:06:12.828000,4,1,1,6,1,0,2,3,0,0,0,0
2019-01-07 18:06:18.620000,2,0,2,4,6,0,5,11,0,0,0,0
2019-01-07 18:06:23.664000,1,0,1,2,2,0,5,7,0,0,1,1
2019-01-07 18:06:28.690000,2,1,5,8,2,1,4,7,0,0,1,1
2019-01-07 18:06:34.659000,2,2,1,5,3,0,6,9,0,0,2,2
2019-01-07 18:06:40.002000,1,0,2,3,1,0,3,4,0,0,2,2
2019-01-07 18:06:46.141000,1,0,1,2,4,1,3,8,0,0,2,2
2019-01-07 18:06:51.232000,0,0,2,2,2,0,5,7,0,0,2,2
2019-01-07 18:06:56.747000,0,0,1,1,3,0,3,6,0,0,0,0
2019-01-07 18:07:02.400000,3,0,4,7,6,1,4,11,0,0,1,1
2019-01-07 18:07:07.995000,0,2,1,3,0,3,4,7,0,0,1,1
2019-01-07 18:07:12.998000,0,2,2,4,1,0,2,3,0,0,1,1
2019-01-07 18:07:18.496000,2,0,2,4,3,3,5,11,0,0,1,1
2019-01-07 18:07:23.712000,3,0,2,5,3,2,3,8,0,1,1,2
2019-01-07 18:07:28.884000,2,0,0,2,8,4,10,22,0,0,0,0
2019-01-07 18:07:34.015000,0,0,1,1,3,1,1,5,0,0,0,0
2019-01-07 18:07:39.117000,1,1,1,3,2,3,3,8,0,0,1,1
2019-01-07 18:07:44.740000,2,0,2,4,1,0,3,4,0,0,1,1
2019-01-07 18:07:49.764000,2,0,1,3,1,1,4,6,0,0,0,0
2019-01-07 18:07:55.649000,2,1,2,5,2,1,3,6,0,0,0,0
2019-01-07 18:08:00.992000,2,1,0,3,2,0,5,7,0,0,1,1
2019-01-07 18:08:06.133000,1,0,1,2,3,2,4,9,0,0,0,0
2019-01-07 18:08:11.365000,2,3,1,6,7,2,5,14,0,0,0,0
2019-01-07 18:08:16.793000,0,0,1,1,1,0,2,3,0,0,0,0
2019-01-07 18:08:22.913000,1,2,2,5,3,2,2,7,0,0,2,2
2019-01-07 18:08:28.905000,0,0,4,4,3,0,2,5,0,0,4,4
2019-01-07 18:08:34.127000,4,0,4,8,4,1,1,6,0,0,0,0
2019-01-07 18:08:40.620000,2,2,0,4,0,0,5,5,0,0,0,0
2019-01-07 18:08:46.378000,1,1,1,3,1,0,3,4,0,0,1,1
2019-01-07 18:08:52.611000,2,0,2,4,3,0,4,7,0,0,0,0
2019-01-07 18:08:57.757000,3,0,3,6,2,2,2,6,0,0,4,4
2019-01-07 18:09:02.970000,0,0,3,3,8,1,4,13,0,0,1,1
2019-01-07 18:09:08.357000,0,1,2,3,3,0,1,4,0,0,1,1
2019-01-07 18:09:13.988000,1,0,3,4,0,0,2,2,0,0,1,1
2019-01-07 18:09:19.628000,2,0,4,6,1,1,6,8,0,0,0,0
2019-01-07 18:09:24.792000,3,0,3,6,3,1,3,7,0,0,2,2
2019-01-07 18:09:30.080000,1,0,1,2,0,2,3,5,1,0,0,1
2019-01-07 18:09:35.453000,1,1,4,6,1,2,0,3,0,0,2,2
2019-01-07 18:09:40.650000,3,2,4,9,3,2,4,9,0,1,2,3
2019-01-07 18:09:45.867000,1,0,4,5,2,0,4,6,0,0,4,4
2019-01-07 18:09:50.893000,2,1,3,6,3,0,3,6,0,0,1,1
2019-01-07 18:09:55.997000,1,0,3,4,2,0,3,5,0,0,3,3
2019-01-07 18:10:01.050000,4,0,1,5,1,0,2,3,0,0,1,1
2019-01-07 18:10:06.366000,0,2,5,7,2,2,2,6,0,0,3,3
2019-01-07 18:10:11.703000,1,0,0,1,4,1,3,8,0,0,2,2
2019-01-07 18:10:16.801000,3,1,1,5,3,0,4,7,0,0,1,1
2019-01-07 18:10:23.259000,0,0,3,3,2,1,4,7,0,0,0,0
2019-01-07 18:10:28.727000,3,0,3,6,3,2,4,9,0,0,1,1
2019-01-07 18:10:34.096000,0,0,2,2,2,1,4,7,0,1,0,1
2019-01-07 18:10:39.244000,3,0,3,6,2,1,3,6,0,0,1,1
2019-01-07 18:10:44.547000,0,2,2,4,1,0,2,3,0,0,0,0
2019-01-07 18:10:49.752000,2,0,0,2,1,2,3,6,0,0,3,3
2019-01-07 18:10:55.399000,3,0,1,4,3,0,3,6,0,0,1,1
2019-01-07 18:11:00.516000,1,1,2,4,2,1,3,6,0,0,0,0
2019-01-07 18:11:05.962000,1,1,5,7,2,1,4,7,0,0,0,0
2019-01-07 18:11:11.210000,1,0,0,1,0,2,2,4,0,0,0,0
2019-01-07 18:11:16.671000,1,3,5,9,8,0,4,12,0,0,2,2
2019-01-07 18:11:21.753000,1,1,4,6,2,1,6,9,0,0,1,1
2019-01-07 18:11:27.287000,0,0,1,1,2,1,1,4,0,0,0,0
2019-01-07 18:11:32.402000,8,0,2,10,2,2,4,8,0,1,0,1
2019-01-07 18:11:37.995000,0,0,2,2,3,1,4,8,0,0,1,1
2019-01-07 18:11:43.569000,1,2,0,3,2,1,4,7,0,0,2,2
2019-01-07 18:11:49.694000,1,1,3,5,1,1,2,4,0,0,1,1
2019-01-07 18:11:55.745000,0,0,2,2,1,0,4,5,0,0,2,2
2019-01-07 18:12:00.792000,3,0,1,4,3,0,1,4,0,0,0,0
2019-01-07 18:12:06.364000,2,0,3,5,3,2,2,7,0,0,0,0
2019-01-07 18:12:11.934000,2,0,1,3,3,2,1,6,0,0,0,0
2019-01-07 18:12:17.067000,2,0,3,5,1,0,7,8,1,0,1,2
2019-01-07 18:12:22.161000,0,0,1,1,4,0,3,7,0,0,0,0
2019-01-07 18:12:27.250000,0,0,5,5,2,2,12,16,0,0,2,2
2019-01-07 18:12:32.722000,1,1,1,3,1,3,6,10,1,0,0,1
2019-01-07 18:12:38.105000,0,0,4,4,1,2,3,6,0,0,1,1
2019-01-07 18:12:43.320000,1,0,3,4,4,2,2,8,0,0,2,2
2019-01-07 18:12:48.399000,1,1,4,6,0,0,4,4,0,0,0,0
2019-01-07 18:12:55.100000,3,2,4,9,0,1,4,5,0,1,2,3
2019-01-07 18:13:00.836000,0,1,1,2,4,1,4,9,0,0,0,0
2019-01-07 18:13:05.918000,3,0,3,6,1,0,3,4,0,0,1,1
2019-01-07 18:13:12.149000,2,0,0,2,1,0,3,4,0,0,1,1
2019-01-07 18:13:17.183000,1,2,1,4,2,1,5,8,0,0,0,0
2019-01-07 18:13:22.198000,0,0,2,2,5,0,3,8,0,0,3,3
2019-01-07 18:13:28.598000,1,1,1,3,2,0,4,6,0,0,0,0
2019-01-07 18:13:33.790000,2,0,0,2,1,0,0,1,0,0,1,1
2019-01-07 18:13:39.159000,0,0,1,1,1,1,5,7,0,0,1,1
2019-01-07 18:13:45.284000,4,0,3,7,0,0,0,0,0,0,1,1
2019-01-07 18:13:50.519000,0,0,0,0,1,0,0,1,0,0,2,2
2019-01-07 18:13:55.938000,2,1,2,5,3,1,3,7,0,0,0,0
2019-01-07 18:14:02.306000,1,1,3,5,2,3,4,9,0,0,0,0
2019-01-07 18:14:08.051000,1,0,4,5,3,0,2,5,0,0,2,2
2019-01-07 18:14:13.056000,0,0,2,2,1,2,4,7,0,0,1,1
2019-01-07 18:14:18.630000,1,1,4,6,3,1,3,7,0,0,2,2
2019-01-07 18:14:24.033000,1,1,1,3,3,2,3,8,0,0,0,0
2019-01-07 18:14:29.059000,2,1,4,7,3,1,4,8,0,0,0,0
2019-01-07 18:14:34.137000,2,0,0,2,0,3,2,5,0,0,2,2
2019-01-07 18:14:39.459000,2,0,1,3,3,0,6,9,0,0,1,1
2019-01-07 18:14:44.758000,1,1,5,7,0,0,0,0,0,0,0,0
2019-01-07 18:14:50.195000,3,0,1,4,2,1,1,4,0,0,1,1
2019-01-07 18:14:55.350000,2,0,2,4,0,2,3,5,0,0,1,1
2019-01-07 18:15:00.642000,0,0,1,1,1,1,4,6,0,0,1,1
2019-01-07 18:15:05.799000,1,0,1,2,2,1,3,6,0,0,1,1
2019-01-07 18:15:11.843000,2,2,5,9,1,1,2,4,0,0,2,2
2019-01-07 18:15:17.822000,3,0,1,4,5,0,5,10,0,0,1,1
2019-01-07 18:15:24.047000,3,1,2,6,6,0,5,11,0,0,1,1
2019-01-07 18:15:29.167000,0,1,1,2,0,1,6,7,0,0,0,0
2019-01-07 18:15:35.006000,2,0,2,4,0,1,4,5,0,0,1,1
2019-01-07 18:15:40.476000,0,0,2,2,5,0,1,6,0,0,0,0
2019-01-07 18:15:45.570000,2,1,2,5,1,3,3,7,0,0,3,3
2019-01-07 18:15:50.777000,0,0,2,2,3,2,1,6,0,0,0,0
2019-01-07 18:15:56.459000,0,0,1,1,3,0,2,5,0,0,0,0
2019-01-07 18:16:02.266000,2,1,3,6,0,1,3,4,0,0,0,0
2019-01-07 18:16:07.336000,2,2,3,7,2,1,2,5,0,0,1,1
2019-01-07 18:16:13.740000,1,2,1,4,0,1,2,3,0,0,1,1
2019-01-07 18:16:18.987000,1,0,0,1,2,0,3,5,0,0,0,0
2019-01-07 18:16:24.515000,0,0,2,2,0,6,0,6,0,0,1,1
2019-01-07 18:16:29.771000,0,1,2,3,3,1,3,7,0,0,0,0
2019-01-07 18:16:35.437000,3,1,1,5,4,1,1,6,0,0,0,0
2019-01-07 18:16:40.817000,0,0,3,3,3,3,1,7,0,0,0,0
2019-01-07 18:16:46.240000,2,0,0,2,3,2,4,9,0,0,0,0
2019-01-07 18:16:52.082000,2,1,1,4,3,0,6,9,0,0,0,0
2019-01-07 18:16:57.513000,0,0,3,3,2,1,2,5,0,0,1,1
2019-01-07 18:17:02.552000,2,1,2,5,3,1,3,7,0,0,1,1
2019-01-07 18:17:09.662000,3,1,4,8,4,0,3,7,0,0,1,1
2019-01-07 18:17:15.057000,0,2,0,2,4,0,3,7,0,0,1,1
2019-01-07 18:17:20.456000,1,0,1,2,0,0,5,5,0,0,2,2
2019-01-07 18:17:25.523000,3,0,1,4,1,2,5,8,0,0,0,0
2019-01-07 18:17:30.976000,1,0,2,3,5,0,7,12,0,1,1,2
2019-01-07 18:17:36.082000,2,1,0,3,2,1,5,8,0,0,1,1
2019-01-07 18:17:41.273000,1,1,4,6,2,0,2,4,0,0,0,0
2019-01-07 18:17:46.555000,0,2,3,5,5,0,3,8,0,0,0,0
2019-01-07 18:17:52.660000,3,2,2,7,3,1,5,9,0,0,1,1
2019-01-07 18:17:58.279000,2,0,2,4,0,0,4,4,0,0,0,0
2019-01-07 18:18:03.597000,5,2,3,10,4,3,3,10,0,0,1,1
2019-01-07 18:18:09.017000,1,1,3,5,1,0,4,5,0,0,1,1
2019-01-07 18:18:15.054000,0,0,5,5,3,2,3,8,0,0,1,1
2019-01-07 18:18:20.058000,1,0,5,6,2,0,5,7,0,0,0,0
2019-01-07 18:18:25.177000,1,1,3,5,2,0,4,6,0,0,2,2
2019-01-07 18:18:30.439000,0,0,1,1,4,0,4,8,0,0,2,2
2019-01-07 18:18:35.495000,1,1,2,4,2,1,4,7,0,0,0,0
2019-01-07 18:18:40.836000,3,2,0,5,0,1,5,6,0,0,0,0
2019-01-07 18:18:45.863000,2,1,1,4,2,2,5,9,0,0,0,0
2019-01-07 18:18:50.910000,1,1,4,6,2,0,3,5,0,0,0,0
2019-01-07 18:18:55.982000,3,1,0,4,2,0,1,3,0,0,0,0
2019-01-07 18:19:01.971000,3,0,4,7,2,1,5,8,0,0,0,0
2019-01-07 18:19:07.246000,1,1,3,5,4,1,4,9,0,0,2,2
2019-01-07 18:19:12.281000,1,0,2,3,0,0,3,3,0,0,1,1
2019-01-07 18:19:17.910000,2,0,2,4,5,0,3,8,0,0,0,0
2019-01-07 18:19:23.410000,2,0,0,2,4,0,6,10,0,0,1,1
2019-01-07 18:19:29.638000,1,2,1,4,1,1,2,4,0,0,1,1
2019-01-07 18:19:35.190000,2,0,3,5,0,1,3,4,0,0,0,0
2019-01-07 18:19:40.250000,2,0,6,8,2,2,3,7,0,0,3,3
2019-01-07 18:19:45.298000,3,1,2,6,2,0,1,3,0,0,0,0
2019-01-07 18:19:50.535000,1,0,3,4,0,0,3,3,0,0,0,0
2019-01-07 18:19:55.726000,3,0,4,7,2,1,2,5,0,0,0,0
2019-01-07 18:20:01.201000,1,0,1,2,4,1,4,9,0,0,2,2
2019-01-07 18:20:06.283000,2,0,0,2,1,0,3,4,0,0,0,0
2019-01-07 18:20:11.375000,3,1,4,8,2,1,5,8,0,0,2,2
2019-01-07 18:20:17.127000,4,1,2,7,2,1,1,4,0,0,0,0
2019-01-07 18:20:23.810000,2,0,1,3,5,1,3,9,0,0,4,4
2019-01-07 18:20:28.947000,5,0,1,6,3,0,6,9,0,0,2,2
2019-01-07 18:20:34.516000,1,0,2,3,2,0,2,4,0,0,1,1
2019-01-07 18:20:39.705000,2,1,1,4,4,0,3,7,1,0,1,2
2019-01-07 18:20:45.126000,1,1,3,5,3,1,0,4,0,0,1,1
2019-01-07 18:20:50.164000,1,0,2,3,1,0,5,6,0,1,0,1
2019-01-07 18:20:55.258000,1,0,3,4,1,1,4,6,0,0,0,0
2019-01-07 18:21:00.372000,0,2,0,2,1,2,2,5,0,0,0,0
2019-01-07 18:21:05.814000,2,0,0,2,0,2,2,4,0,0,1,1
2019-01-07 18:21:12.214000,2,0,3,5,2,0,5,7,0,0,0,0
2019-01-07 18:21:18.062000,1,1,1,3,1,1,5,7,0,0,0,0
2019-01-07 18:21:24.428000,0,0,4,4,0,1,10,11,0,0,0,0
2019-01-07 18:21:29.538000,2,1,3,6,2,2,2,6,0,0,1,1
2019-01-07 18:21:34.812000,2,0,2,4,2,0,4,6,0,0,3,3
2019-01-07 18:21:40.088000,0,0,3,3,0,2,3,5,0,0,1,1
2019-01-07 18:21:45.271000,0,0,3,3,3,0,3,6,0,1,1,2
2019-01-07 18:21:50.579000,2,0,4,6,2,1,4,7,0,0,1,1
2019-01-07 18:21:57.464000,0,1,1,2,2,1,4,7,0,0,1,1
2019-01-07 18:22:02.778000,0,0,1,1,3,0,1,4,0,0,2,2
2019-01-07 18:22:08.577000,5,1,2,8,3,1,2,6,0,0,0,0
2019-01-07 18:22:13.824000,1,0,1,2,3,2,5,10,0,0,1,1
2019-01-07 18:22:18.968000,2,1,1,4,2,1,3,6,0,0,3,3
2019-01-07 18:22:24.008000,2,0,1,3,3,0,4,7,0,0,3,3
2019-01-07 18:22:29.178000,2,0,2,4,1,1,0,2,0,0,1,1
2019-01-07 18:22:34.515000,5,1,1,7,3,0,2,5,0,0,0,0
2019-01-07 18:22:40.482000,2,0,3,5,3,3,6,12,0,0,2,2
2019-01-07 18:22:46.569000,0,0,2,2,3,1,1,5,0,0,1,1
2019-01-07 18:22:52.465000,0,1,0,1,2,0,3,5,0,0,1,1
2019-01-07 18:22:58.487000,0,3,1,4,4,0,0,4,0,0,1,1
2019-01-07 18:23:04.598000,1,0,1,2,2,3,3,8,0,0,0,0
2019-01-07 18:23:09.969000,0,1,1,2,1,0,5,6,0,0,2,2
2019-01-07 18:23:15.033000,3,0,1,4,2,1,7,10,0,0,2,2
2019-01-07 18:23:20.317000,2,3,2,7,3,0,1,4,0,0,1,1
2019-01-07 18:23:25.606000,2,0,2,4,1,0,1,2,0,0,2,2
2019-01-07 18:23:30.755000,2,0,3,5,2,2,1,5,0,0,1,1
2019-01-07 18:23:36.482000,2,2,2,6,2,0,3,5,0,0,2,2
2019-01-07 18:23:41.591000,2,0,0,2,2,0,2,4,0,0,2,2
2019-01-07 18:23:46.613000,4,1,2,7,3,3,8,14,0,0,1,1
2019-01-07 18:23:51.920000,2,2,4,8,2,0,2,4,0,0,2,2
2019-01-07 18:23:58.897000,1,0,1,2,0,0,1,1,0,0,2,2
2019-01-07 18:24:04.638000,2,1,3,6,2,1,4,7,0,0,2,2
2019-01-07 18:24:10.758000,2,2,3,7,1,2,4,7,0,0,0,0
2019-01-07 18:24:16.135000,1,1,3,5,2,0,4,6,0,0,1,1
2019-01-07 18:24:21.828000,1,2,3,6,1,1,2,4,0,0,0,0
2019-01-07 18:24:27.229000,3,0,1,4,1,2,2,5,0,0,0,0
2019-01-07 18:24:32.353000,1,0,3,4,3,1,5,9,0,0,2,2
2019-01-07 18:24:37.661000,2,0,2,4,0,1,4,5,0,0,0,0
2019-01-07 18:24:43.003000,2,1,1,4,1,4,4,9,0,0,0,0
2019-01-07 18:24:48.202000,2,0,1,3,3,0,3,6,0,0,2,2
2019-01-07 18:24:53.597000,1,1,4,6,3,0,4,7,0,0,0,0
2019-01-07 18:24:59.146000,2,0,4,6,5,1,4,10,0,0,0,0
2019-01-07 18:25:04.690000,1,0,2,3,2,0,3,5,0,0,2,2
2019-01-07 18:25:10.418000,3,0,2,5,2,1,5,8,1,0,0,1
2019-01-07 18:25:15.747000,3,0,1,4,1,0,5,6,0,0,0,0
2019-01-07 18:25:20.780000,1,1,2,4,1,0,5,6,0,0,0,0
2019-01-07 18:25:26.268000,0,0,2,2,3,2,2,7,0,0,0,0
2019-01-07 18:25:31.589000,1,0,3,4,0,1,5,6,0,0,2,2
2019-01-07 18:25:37.223000,2,0,2,4,3,2,2,7,0,0,0,0
2019-01-07 18:25:43.096000,1,0,2,3,3,1,1,5,0,0,1,1
2019-01-07 18:25:48.457000,2,0,4,6,4,0,5,9,0,0,2,2
2019-01-07 18:25:53.977000,1,0,1,2,2,2,11,15,0,0,0,0
2019-01-07 18:25:59.651000,1,0,3,4,3,0,4,7,0,0,0,0
2019-01-07 18:26:05.274000,3,0,3,6,2,0,4,6,0,1,1,2
2019-01-07 18:26:10.745000,0,1,0,1,1,0,2,3,0,0,1,1
2019-01-07 18:26:15.880000,2,2,1,5,2,0,1,3,0,0,0,0
2019-01-07 18:26:21.627000,1,1,1,3,1,0,2,3,0,0,0,0
2019-01-07 18:26:27.089000,3,1,2,6,2,1,1,4,0,0,2,2
2019-01-07 18:26:32.402000,4,0,3,7,3,3,5,11,0,0,1,1
2019-01-07 18:26:38.208000,1,1,2,4,1,0,2,3,1,0,0,1
2019-01-07 18:26:43.768000,2,0,2,4,2,1,3,6,0,0,0,0
2019-01-07 18:26:48.807000,3,0,1,4,4,3,9,16,0,0,0,0
2019-01-07 18:26:53.848000,1,0,0,1,3,1,4,8,0,0,2,2
2019-01-07 18:26:59.234000,1,1,3,5,3,0,2,5,0,0,0,0
2019-01-07 18:27:04.798000,0,0,3,3,4,1,4,9,0,0,0,0
2019-01-07 18:27:10.022000,2,0,1,3,1,1,5,7,0,0,0,0
2019-01-07 18:27:15.729000,2,0,3,5,2,0,1,3,0,0,0,0
2019-01-07 18:27:21.175000,5,0,4,9,0,2,5,7,0,0,1,1
2019-01-07 18:27:26.585000,2,0,1,3,4,3,4,11,0,0,0,0
2019-01-07 18:27:31.751000,3,0,2,5,2,1,8,11,0,0,1,1
2019-01-07 18:27:37.421000,2,1,1,4,1,0,3,4,0,0,0,0
2019-01-07 18:27:42.794000,2,1,2,5,3,1,5,9,0,0,1,1
2019-01-07 18:27:47.863000,1,2,3,6,2,0,7,9,1,0,1,2
2019-01-07 18:27:53.367000,1,1,2,4,0,2,3,5,0,0,0,0
2019-01-07 18:27:58.602000,3,1,4,8,2,1,2,5,0,1,0,1
2019-01-07 18:28:04.045000,1,0,1,2,0,0,3,3,0,0,0,0
2019-01-07 18:28:09.259000,2,0,1,3,3,1,2,6,0,0,1,1
2019-01-07 18:28:14.533000,0,2,2,4,3,7,6,16,0,0,1,1
2019-01-07 18:28:19.871000,0,0,1,1,6,0,4,10,0,0,0,0
