time,GB_Pos,GB_Neg,GB_Neu,GB_Total,US_Pos,US_Neg,US_Neu,US_Total,JP_Pos,JP_Neg,JP_Neu,JP_Total
2019-01-10 09:15:18.142000,3,0,3,6,0,0,0,0,0,0,3,3
2019-01-10 09:15:23.302000,2,0,0,2,0,0,2,2,0,0,5,5
2019-01-10 09:15:28.602000,1,1,1,3,0,0,0,0,0,0,6,6
