<<<<<<< Updated upstream
2019-01-09 14:54:30.634000,0,0,1,1,3,1,2,6,0,0,5,5
=======
time,GB_Pos,GB_Neg,GB_Neu,GB_Total,US_Pos,US_Neg,US_Neu,US_Total,JP_Pos,JP_Neg,JP_Neu,JP_Total
2019-01-09 09:54:49.648000,0,0,0,0,0,0,1,1,0,0,2,2
2019-01-09 09:58:14.451000,1,0,2,3,0,0,0,0,1,0,7,8
2019-01-09 09:58:19.803000,0,0,1,1,1,1,0,2,0,0,4,4
2019-01-09 10:06:41.324000,0,0,3,3,0,0,1,1,0,0,8,8
2019-01-09 10:06:46.602000,1,0,1,2,2,0,0,2,0,0,4,4
2019-01-09 10:06:52.243000,1,0,4,5,1,0,1,2,0,0,7,7
2019-01-09 10:06:57.364000,0,0,0,0,0,0,1,1,0,0,2,2
2019-01-09 10:07:02.649000,2,0,4,6,0,0,4,4,0,0,3,3
2019-01-09 10:07:07.678000,2,1,3,6,1,0,1,2,0,0,3,3
2019-01-09 10:07:14.567000,2,0,3,5,0,0,2,2,0,0,6,6
2019-01-09 10:07:20.323000,0,0,4,4,1,0,2,3,0,0,5,5
2019-01-09 10:07:25.555000,2,0,2,4,1,0,0,1,0,0,4,4
2019-01-09 10:07:30.829000,2,0,3,5,1,0,1,2,0,0,11,11
2019-01-09 10:07:36.127000,4,0,0,4,1,0,0,1,1,0,7,8
2019-01-09 10:07:41.243000,3,1,0,4,0,0,0,0,0,0,5,5
2019-01-09 10:07:46.593000,1,0,1,2,1,0,1,2,0,0,2,2
2019-01-09 10:07:51.939000,0,0,3,3,0,1,1,2,2,0,7,9
2019-01-09 10:07:57.577000,0,0,1,1,1,1,0,2,0,0,10,10
2019-01-09 10:08:03.064000,2,0,3,5,1,0,0,1,2,0,3,5
2019-01-09 10:08:08.226000,1,0,2,3,0,0,0,0,0,0,4,4
2019-01-09 10:08:13.858000,1,1,3,5,1,0,0,1,1,0,3,4
2019-01-09 10:08:19.184000,0,0,1,1,0,0,2,2,0,0,2,2
2019-01-09 10:08:24.202000,4,0,3,7,0,0,1,1,0,0,7,7
2019-01-09 10:08:29.650000,1,0,2,3,0,0,0,0,0,0,3,3
2019-01-09 10:08:32.300000,2,0,4,6,0,0,0,0,1,0,3,4
2019-01-09 10:14:57.394000,3,0,1,4,0,0,1,1,0,0,6,6
2019-01-09 10:15:02.458000,2,0,1,3,0,0,1,1,0,0,7,7
2019-01-09 10:15:07.569000,2,0,0,2,0,0,0,0,0,0,6,6
2019-01-09 10:15:13.445000,4,1,3,8,0,0,0,0,0,0,6,6
2019-01-09 10:15:18.686000,1,1,2,4,0,0,0,0,0,0,4,4
2019-01-09 10:15:23.852000,2,0,0,2,1,0,2,3,0,0,4,4
2019-01-09 10:15:39.624000,0,0,4,4,0,0,0,0,0,0,2,2
2019-01-09 10:15:44.801000,1,0,3,4,0,0,1,1,0,0,8,8
2019-01-09 10:15:47.248000,1,0,3,4,0,0,1,1,0,0,9,9
2019-01-09 10:17:23.112000,2,1,0,3,1,0,4,5,1,0,2,3
2019-01-09 10:17:28.271000,0,0,1,1,1,0,0,1,0,0,5,5
2019-01-09 10:18:18.656000,0,0,0,0,1,0,2,3,1,0,2,3
2019-01-09 10:18:23.670000,7,1,1,9,3,0,2,5,0,0,5,5
2019-01-09 10:18:25.722000,3,0,3,6,1,0,0,1,0,0,7,7
2019-01-09 10:18:28.804000,1,0,4,5,1,0,0,1,1,0,5,6
2019-01-09 10:18:31.027000,3,0,3,6,0,0,0,0,1,0,4,5
2019-01-09 10:18:33.875000,3,0,2,5,0,1,1,2,0,0,4,4
2019-01-09 10:18:36.613000,2,0,2,4,0,1,2,3,0,0,5,5
2019-01-09 10:18:39.748000,2,0,2,4,0,0,3,3,0,0,7,7
2019-01-09 10:24:50.698000,1,0,2,3,0,0,0,0,0,0,1,1
2019-01-09 10:24:56.649000,0,1,3,4,0,1,2,3,0,0,1,1
2019-01-09 10:25:01.920000,0,0,0,0,1,0,0,1,0,0,3,3
2019-01-09 10:25:07.778000,2,0,3,5,0,0,1,1,0,0,8,8
2019-01-09 10:25:13.176000,1,1,2,4,0,0,1,1,0,0,6,6
2019-01-09 10:25:18.284000,3,1,2,6,1,0,1,2,0,0,4,4
2019-01-09 10:25:23.322000,1,2,3,6,0,0,0,0,0,0,12,12
2019-01-09 10:25:30.075000,0,0,0,0,0,1,0,1,1,0,8,9
2019-01-09 10:25:35.263000,3,0,3,6,0,0,1,1,0,0,4,4
2019-01-09 10:25:40.525000,3,1,5,9,0,0,1,1,2,0,5,7
2019-01-09 10:25:45.643000,2,0,1,3,0,0,1,1,0,0,4,4
2019-01-09 10:25:51.496000,0,1,0,1,0,0,2,2,1,0,4,5
2019-01-09 10:25:56.724000,2,0,0,2,0,0,0,0,0,0,7,7
2019-01-09 10:26:03.708000,1,0,1,2,0,0,0,0,0,0,9,9
2019-01-09 10:26:09.109000,1,0,3,4,0,0,0,0,0,0,6,6
2019-01-09 10:26:14.267000,2,0,1,3,0,0,0,0,0,0,5,5
2019-01-09 10:26:20.251000,0,1,3,4,0,0,1,1,0,0,3,3
2019-01-09 10:26:25.697000,1,1,1,3,1,0,0,1,0,0,5,5
2019-01-09 10:26:31.276000,0,0,2,2,0,0,0,0,0,0,1,1
2019-01-09 10:26:37.079000,0,0,1,1,1,0,0,1,1,0,5,6
2019-01-09 10:26:42.518000,1,2,1,4,1,0,0,1,1,0,7,8
2019-01-09 10:26:47.843000,1,1,1,3,0,0,0,0,0,0,6,6
2019-01-09 10:26:53.134000,0,0,1,1,3,0,0,3,1,0,6,7
2019-01-09 10:26:58.351000,1,0,0,1,0,0,1,1,0,0,4,4
2019-01-09 10:27:03.395000,3,1,1,5,0,1,0,1,0,0,12,12
2019-01-09 10:27:08.793000,1,0,2,3,0,0,2,2,0,0,5,5
2019-01-09 10:27:13.883000,0,1,3,4,0,0,2,2,0,0,7,7
2019-01-09 10:27:19.556000,1,0,2,3,2,0,1,3,0,0,4,4
2019-01-09 10:42:12.236000,1,1,3,5,0,0,0,0,0,0,4,4
2019-01-09 10:54:40.009000,0,2,3,5,0,0,1,1,0,0,1,1
2019-01-09 10:54:45.370000,0,0,2,2,0,1,2,3,1,0,7,8
2019-01-09 10:54:52.824000,1,0,0,1,0,0,1,1,1,0,4,5
2019-01-09 10:54:58.430000,2,2,1,5,2,1,2,5,0,0,7,7
2019-01-09 10:55:03.837000,2,0,2,4,0,0,1,1,0,0,11,11
2019-01-09 10:55:10.911000,0,0,2,2,0,1,1,2,0,0,8,8
2019-01-09 10:55:16.081000,1,0,2,3,0,0,0,0,0,0,5,5
2019-01-09 10:55:21.147000,1,1,4,6,3,0,5,8,0,0,7,7
2019-01-09 10:55:26.237000,2,0,5,7,2,0,3,5,0,0,5,5
2019-01-09 10:55:32.075000,3,1,0,4,1,0,1,2,0,0,7,7
2019-01-09 10:55:37.782000,2,0,0,2,2,0,1,3,0,0,8,8
2019-01-09 10:55:40.788000,1,1,0,2,1,1,1,3,1,0,5,6
2019-01-09 10:55:42.827000,1,1,0,2,0,1,1,2,1,0,3,4
2019-01-09 10:55:46.188000,1,1,1,3,0,0,0,0,0,0,3,3
2019-01-09 10:55:48.168000,1,1,3,5,0,0,0,0,0,0,5,5
2019-01-09 10:55:51.729000,1,0,3,4,0,0,1,1,0,0,4,4
2019-01-09 10:55:53.201000,0,0,2,2,0,0,1,1,0,0,3,3
2019-01-09 10:55:57.889000,0,0,2,2,0,0,2,2,1,0,5,6
2019-01-09 10:55:58.780000,0,0,2,2,0,0,2,2,1,0,5,6
2019-01-09 10:56:02.950000,0,2,1,3,0,0,0,0,0,0,7,7
2019-01-09 10:56:03.889000,0,2,0,2,0,0,0,0,0,0,7,7
2019-01-09 10:56:08.188000,1,0,3,4,0,0,0,0,1,0,5,6
2019-01-09 10:56:10.007000,1,0,4,5,0,0,1,1,1,0,7,8
2019-01-09 10:56:13.271000,0,0,1,1,0,0,1,1,1,0,8,9
2019-01-09 10:56:15.351000,0,1,0,1,0,0,0,0,1,0,6,7
2019-01-09 10:56:18.525000,1,2,0,3,2,0,1,3,0,0,3,3
2019-01-09 10:56:20.704000,1,1,0,2,2,0,1,3,0,0,3,3
2019-01-09 10:56:24.303000,0,0,1,1,0,1,2,3,0,0,6,6
2019-01-09 10:56:26.169000,1,0,2,3,0,1,2,3,0,0,7,7
2019-01-09 10:56:29.582000,3,0,4,7,0,0,1,1,1,0,9,10
2019-01-09 10:56:31.339000,2,0,4,6,0,0,1,1,1,0,10,11
2019-01-09 10:56:34.877000,1,1,2,4,0,0,1,1,0,0,8,8
2019-01-09 10:56:36.549000,1,1,1,3,0,0,1,1,0,0,6,6
2019-01-09 10:56:40.552000,1,0,0,1,0,0,1,1,1,0,3,4
2019-01-09 10:56:41.772000,1,0,1,2,0,0,1,1,1,0,5,6
2019-01-09 10:56:45.614000,0,0,2,2,0,0,1,1,0,0,6,6
2019-01-09 10:56:47.287000,0,0,1,1,1,0,2,3,0,0,5,5
2019-01-09 10:56:50.919000,1,0,0,1,1,0,1,2,0,0,7,7
2019-01-09 10:56:52.585000,1,0,2,3,1,0,0,1,0,0,6,6
2019-01-09 10:56:56.097000,0,2,4,6,1,0,2,3,0,0,5,5
2019-01-09 10:56:58.068000,0,3,2,5,1,0,2,3,0,0,6,6
2019-01-09 10:57:01.760000,1,1,0,2,1,0,1,2,2,0,8,10
2019-01-09 10:57:03.310000,1,0,1,2,1,0,1,2,2,0,6,8
2019-01-09 10:57:07.344000,1,0,2,3,1,0,0,1,0,0,3,3
2019-01-09 10:57:08.514000,1,0,2,3,1,0,0,1,0,0,9,9
2019-01-09 10:57:12.493000,1,1,3,5,2,0,0,2,0,0,8,8
2019-01-09 10:57:14.792000,1,1,3,5,1,1,0,2,0,0,4,4
2019-01-09 10:57:17.792000,0,0,2,2,1,1,0,2,0,0,6,6
2019-01-09 10:57:19.960000,0,0,5,5,1,0,0,1,0,0,4,4
2019-01-09 10:57:22.979000,0,2,4,6,0,0,10,10,0,0,4,4
2019-01-09 10:57:25.094000,0,2,0,2,0,0,10,10,0,0,5,5
2019-01-09 10:57:29.513000,1,0,3,4,0,0,0,0,0,0,5,5
2019-01-09 10:57:30.214000,1,0,3,4,0,0,1,1,0,0,6,6
2019-01-09 10:57:34.739000,2,0,1,3,0,0,1,1,0,0,8,8
2019-01-09 10:57:36.194000,2,0,1,3,0,0,0,0,0,0,8,8
2019-01-09 10:57:39.836000,3,0,1,4,1,0,2,3,1,0,5,6
2019-01-09 10:57:41.372000,4,1,1,6,1,0,2,3,1,0,5,6
2019-01-09 10:57:44.912000,3,1,2,6,0,0,0,0,0,0,4,4
2019-01-09 10:57:46.645000,2,0,4,6,0,0,0,0,0,0,5,5
2019-01-09 10:57:50.128000,1,1,5,7,0,0,1,1,0,0,3,3
2019-01-09 10:57:51.974000,4,1,4,9,0,0,2,2,0,0,2,2
2019-01-09 10:57:55.242000,3,0,2,5,0,0,1,1,0,0,10,10
2019-01-09 10:57:57.928000,0,0,2,2,0,0,0,0,0,0,10,10
2019-01-09 10:58:00.601000,0,0,2,2,0,0,0,0,0,0,7,7
2019-01-09 10:58:03.363000,0,0,1,1,1,0,0,1,0,0,6,6
2019-01-09 10:58:05.958000,1,0,2,3,1,0,1,2,0,0,2,2
2019-01-09 10:58:08.409000,1,2,2,5,0,0,2,2,0,0,5,5
2019-01-09 10:58:10.962000,1,2,0,3,2,0,1,3,0,0,5,5
2019-01-09 10:58:13.556000,1,0,2,3,2,0,1,3,0,0,2,2
2019-01-09 10:58:16.380000,0,0,3,3,1,0,1,2,1,0,2,3
2019-01-09 10:58:18.880000,1,0,1,2,1,1,2,4,1,0,3,4
2019-01-09 10:58:21.403000,2,0,1,3,1,1,2,4,1,0,4,5
2019-01-09 10:58:24.075000,1,1,1,3,1,1,2,4,1,0,3,4
2019-01-09 10:58:26.463000,0,1,0,1,0,1,4,5,0,0,4,4
2019-01-09 10:58:29.887000,1,1,2,4,0,0,2,2,1,0,9,10
2019-01-09 10:58:32.058000,2,1,2,5,0,0,1,1,1,0,6,7
2019-01-09 10:58:35.123000,1,0,0,1,0,1,3,4,0,0,4,4
2019-01-09 10:58:37.593000,0,0,0,0,0,1,2,3,0,0,6,6
2019-01-09 10:58:40.796000,2,0,1,3,0,0,0,0,0,0,2,2
2019-01-09 10:58:43.556000,4,0,1,5,0,0,1,1,0,0,2,2
2019-01-09 10:58:46.328000,3,0,2,5,0,0,1,1,0,0,6,6
